,Experiment,NWChem,AIMNET,ATX,ATXclean,MOMOL_AM1,MOMOL_MNDOD,MOMOL_MNDO,MOMOL_PM3,MOMOL_PM6,MOMOL_PM7,MPC_AM1,MPC_MNDOD,MPC_MNDO,MPC_PM3,MPC_PM6,MPC_PM7,w06-2x+def2-TZVPP
ADBSTNAYQBHUDD-UHFFFAOYSA-N,3.6,0.092453,0.163376400,0.075522298,0.075522298,0.086250120,0.074364536,0.060147160,0.082032226,0.130795500,0.124537766,0.040169980,,0.034824810,0.041352460,,,0.095173000
AFBPFSWMIHJQDM-UHFFFAOYSA-N,2.1,0.069179,0.118866590,0.058508835,0.058508835,0.059864976,0.029023997,0.033953927,0.036378030,0.071668530,0.082026970,0.026986330,0.019407740,0.021242580,0.020638160,0.030112310,0.033409810,0.072803000
AMCTWDASUQVRCQ-UHFFFAOYSA-N,4.4,0.109772,0.199654950,0.097096280,0.097096280,0.116564750,0.123634130,0.127687070,0.097323580,0.152831400,0.157244490,0.035672230,,0.047715750,0.035934080,,,0.113492000
ARCZSDSOONGBRX-UHFFFAOYSA-N,3.8,0.094153,0.161716150,0.077219931,0.077219931,0.113430710,0.102866110,0.102871190,0.165742470,0.123924550,0.131658330,0.045881370,0.045493370,0.045495360,0.050912250,0.043823370,0.045350250,0.101928000
ASHGTJPOSUFTGB-UHFFFAOYSA-N,3.8,0.098741,0.162664490,0.091681370,0.091681370,0.081136174,0.070024300,0.069956094,0.074346800,0.110853600,0.114572436,0.030688520,0.030901070,0.030905310,0.028511750,0.036688630,0.036989960,0.102522000
ASSKVPFEZFQQNQ-UHFFFAOYSA-N,4.4,0.102019,0.167276050,0.077940057,0.077940057,0.116640985,0.091190320,0.091198550,0.090274260,0.126786200,0.131203980,0.042729750,0.038043790,0.038023430,0.036160080,0.044488140,0.044544240,0.109388000
ATHHXGZTWNVVOU-UHFFFAOYSA-N,2.9,0.086817,0.161553770,0.078434842,0.078434842,0.095620750,0.074520370,0.074615530,0.088868484,0.115330770,0.118484790,0.040358030,0.037746810,0.037767760,0.039700390,0.042949130,0.042552420,0.092560000
BACKYMNXXFPCRL-UHFFFAOYSA-N,3.8,0.096191,0.160019030,0.076104468,0.076104468,0.086643880,0.077633610,0.060963620,0.084773370,0.130848210,0.123612580,0.038932520,,0.031853460,0.042228360,,,0.098699000
BAYGVMXZJBFEMB-UHFFFAOYSA-N,4.3,0.11466,0.198072910,0.102169265,0.102169265,0.111378275,0.102279216,0.102318020,0.101209340,0.148825260,0.151348200,0.048245350,0.049089480,0.049079210,0.045228650,0.052563540,0.051872050,0.117476000
BCQZXOMGPXTTIC-PVQJCKRUSA-N,,0.067696,,0.065853004,0.065853004,0.090997550,0.090968820,0.103825070,0.070093420,0.130992220,0.121066140,0.024377570,,0.028876450,0.026946020,,,0.072950000
BDERNNFJNOPAEC-UHFFFAOYSA-N,2.6,0.082798,0.145700600,0.079851966,0.079851966,0.054736390,0.053489864,0.053490594,0.055621713,0.079674214,0.084641755,0.020247760,0.025241300,0.025244200,0.020536390,0.024185100,0.024088090,0.086488000
BKZXZGWHTRCFPX-UHFFFAOYSA-N,2.9,0.080319,0.148219570,0.085252331,0.085252331,0.064257940,0.059735667,0.059767990,0.066925810,0.094445765,0.094037280,0.025529470,0.028251340,0.028333350,0.020322200,0.032423750,0.032036060,0.083492000
BPRYUXCVCCNUFE-UHFFFAOYSA-N,3,0.092731,0.158985970,0.088286415,0.088286415,0.073344060,0.069807630,0.069720860,0.070455460,0.096044764,0.102277400,0.023921810,0.030431210,0.030428430,0.028885790,0.033048270,0.033584580,0.093149000
BTANRVKWQNVYAZ-SCSAIBSYSA-N,,0.079029,0.136368400,0.077816242,0.077816242,0.045455270,0.050743755,0.050743070,0.048677444,0.069870440,0.073161950,0.018599480,0.024393410,0.024395510,0.019852340,0.024035500,0.024431540,0.080183000
BTJIUGUIPKRLHP-UHFFFAOYSA-N,4.7,0.124423,0.210317080,0.113571037,0.113571037,0.126873100,0.113975406,0.113947170,0.124295056,0.165060640,0.164675650,0.054810400,0.054122790,0.054124680,0.050681870,0.060326240,0.058182870,0.126215000
BYEAHWXPCBROCE-UHFFFAOYSA-N,4.5,0.109631,0.189850300,0.098751969,0.098751969,0.130752530,0.148553210,0.148566170,0.121295236,0.163376150,0.175389380,0.042960080,0.073515290,0.073416700,0.046165590,0.047465850,0.048337600,0.119515000
CHZCERSEMVWNHL-UHFFFAOYSA-N,4.4,0.119772,0.214025200,0.103883640,0.103883640,0.103053110,0.088460535,0.088474020,0.096936820,0.144069820,0.148032220,0.047112930,0.044084170,0.044087680,0.045909790,0.053578020,0.052625010,0.122251000
CRBJBYGJVIBWIY-UHFFFAOYSA-N,3.6,0.091441,0.159081680,0.092631612,0.092631612,0.071548640,0.062118173,0.062142126,0.072286340,0.112553510,0.113686040,0.025677940,0.027831020,0.027895870,0.022443760,0.031430540,0.032705830,0.093203000
CSDUKRUFTFEFBO-PGNZUDIJSA-N,,0.084129,0.143210260,0.078835432,0.078835432,0.053261314,0.051812370,0.051959004,0.053878915,0.080021046,0.083034890,0.053002650,0.026909610,0.026777260,0.233253200,0.019754670,0.021611530,
CUYKNJBYIJFRCU-UHFFFAOYSA-N,2.8,0.083836,0.144249140,0.070920578,0.070920578,0.091193720,0.046732366,0.046669904,0.048920315,0.094237120,0.114167884,0.035316940,0.026923920,0.026811800,0.029746460,0.037733780,0.042163220,0.081825000
CVNOWLNNPYYEOH-UHFFFAOYSA-N,4.6,0.121601,0.206531400,0.107893609,0.107893609,0.106652080,0.092085585,0.092100486,0.099461390,0.147199970,0.152114970,0.041163930,0.045433210,0.045434200,0.038976660,0.050824810,0.050982360,0.123165000
CYCKHTAVNBPQDB-UHFFFAOYSA-N,4.3,0.093646,0.164066230,0.075461719,0.075461719,0.085896640,0.075866040,0.054504618,0.078833700,0.116857070,0.110691120,0.031577140,,0.023685970,0.030777670,,,0.096207000
CYWUZSYXTCCCRG-UHFFFAOYSA-N,2.8,0.08016,0.146086920,0.068180916,0.068180916,0.080083060,0.061674643,0.061341684,0.056518327,0.096387340,0.103595390,0.032129210,0.031268930,0.031429050,0.024173310,0.039427480,0.038144150,
DEHSPEZTBSYMPL-UHFFFAOYSA-N,,0.057491,,0.047222085,0.047222085,0.140875830,0.076278550,0.070957040,0.159051910,0.079848340,0.063388830,0.032745420,,0.031021310,0.035318460,,,
DETZZVPMDQPJIC-UHFFFAOYSA-N,1.8,0.059456,,0.051146742,0.051146742,0.207217340,0.072833960,0.072588080,0.129438550,0.085715080,0.083802720,0.038603650,,0.030631090,0.037150480,,,
DIBFBUQGVMZWTM-UHFFFAOYSA-N,4.3,0.119005,0.215289610,0.095999972,0.095999972,0.161270070,0.149840060,0.149806870,0.147244690,0.177818330,0.188694630,0.061787150,0.066501750,0.066516510,0.070342150,0.065329050,0.067689060,0.128999000
DIKBFYAXUHHXCS-UHFFFAOYSA-N,2.1,0.066645,,0.066212930,0.066212930,0.049615650,0.040920560,0.053027883,0.057608150,0.117946240,0.092333750,0.017721280,,0.013268600,0.020583180,,,0.068136000
DKGAVHZHDRPRBM-UHFFFAOYSA-N,2.7,0.078788,0.135638270,0.078099913,0.078099913,0.044649266,0.045566007,0.045541400,0.048868790,0.071336670,0.074548800,0.020202750,0.024460420,0.024462110,0.019476880,0.022940800,0.023013330,0.081170000
DMBHHRLKUKUOEG-UHFFFAOYSA-N,2.7,0.078244,0.135473890,0.064567228,0.064567228,0.074216720,0.030876614,0.031040614,0.041971967,0.094843430,0.102927190,0.032542420,0.020515670,0.020723030,0.023035260,0.038785300,0.041154030,0.081477000
DNJIEGIFACGWOD-UHFFFAOYSA-N,1.4,0.037196,0.064384260,0.037699198,0.037699198,0.026265710,0.015761612,0.014473259,0.021805035,0.068624290,0.058892466,0.011593450,,0.007511284,0.013603510,,,0.042587000
DOYODMYEMDHHCE-UHFFFAOYSA-N,,0.055655,,0.050183986,0.050183986,0.126386180,0.066525260,0.064376920,0.102978820,0.065673770,0.064731985,0.032517760,,0.028385310,0.036147480,,,
DPJCXCZTLWNFOH-UHFFFAOYSA-N,2.9,0.091719,0.160167440,0.078165937,0.078165937,0.121381780,0.074638480,0.073374580,0.119382040,0.135317640,0.141658510,0.046879280,0.036865870,0.037152500,0.033834730,0.052912510,0.052358410,0.095589000
DPOZWTRVXPUOQW-UHFFFAOYSA-N,1.9,0.058343,,0.056676078,0.056676078,0.076642860,0.084051680,0.089074060,0.074315520,0.119704380,0.110356160,0.021711050,,0.023798300,0.023519960,,,0.062589000
DTQVDTLACAAQTR-UHFFFAOYSA-N,5.3,0.123641,0.208923970,0.103519441,0.103519441,0.120430216,0.117405830,0.117427570,0.109340120,0.156553850,0.163752100,0.038449400,0.046197480,0.046198390,0.037766580,0.045329130,0.046618400,0.133480000
DXYPGMZJNUIZMU-UHFFFAOYSA-N,2.2,0.073476,0.123785500,0.074251411,0.074251411,0.037710708,0.046378825,0.046421688,0.045907240,0.062098898,0.062231460,0.016813550,0.020816030,0.020804560,0.020936210,0.022150030,0.020396640,
FCLOSAGZCUDMFV-UHFFFAOYSA-N,3.7,0.088745,0.153462260,0.071385684,0.071385684,0.103235770,0.088247480,0.088043100,0.158039720,0.116999980,0.124726660,0.037831110,0.043164630,0.043157760,0.048148760,0.040711780,0.041692520,0.095490000
FDDDTDSPQXLQFY-UHFFFAOYSA-N,3.3,0.076405,0.130332080,0.057830687,0.057830687,0.076864175,0.075834350,0.066150790,0.069163770,0.103252740,0.106084320,0.029784750,,0.025300530,0.027896540,,,0.078477000
FDQQNNZKEJIHMS-UHFFFAOYSA-N,3.6,0.096828,0.163500950,0.089999257,0.089999257,0.075584725,0.068457840,0.068458300,0.070200816,0.104236170,0.108140860,0.028859940,0.031854460,0.031855690,0.026769090,0.033209200,0.033140060,0.098868000
FLFWJIBUZQARMD-UHFFFAOYSA-N,4.6,0.106332,0.176445710,0.079384142,,0.113984330,0.094849560,0.088727360,0.102451816,0.141979170,0.141723810,0.041275680,,0.037170510,0.041858920,,,0.110964000
FMVJYQGSRWVMQV-UHFFFAOYSA-N,2.3,0.069756,0.113762130,0.063600721,0.063600721,0.123216495,0.098466195,0.098436830,0.104666490,0.109827750,0.108003450,0.046564280,0.039192270,0.039194140,0.045250890,0.042234590,0.041077030,0.077517000
FMWLUWPQPKEARP-UHFFFAOYSA-N,1.9,0.067547,,0.069541090,0.069541090,0.076253235,0.067121260,0.083207830,0.048223770,0.121108200,0.104720816,0.020185780,,0.020660960,0.018768690,,,0.068259000
FOCAUTSVDIKZOP-UHFFFAOYSA-N,4.4,0.109929,0.191007230,0.094439398,0.094439398,0.096495450,0.089319885,0.099081900,0.074889780,0.119221790,0.124097260,0.024503550,,0.029902240,0.022713380,,,0.116116000
FORKADXOPFAOHL-UHFFFAOYSA-N,4.3,0.096565,0.168869900,0.077211346,0.077211346,0.089181350,0.078044444,0.062515140,0.088195920,0.135954990,0.128167350,0.035776080,,0.030896100,0.035914550,,,0.099110000
FPTMVKXIMZNRJX-UHFFFAOYSA-N,4.5,0.103171,0.186495270,0.078116537,0.078116537,0.103910610,0.094309060,0.086023934,0.097072580,0.127553640,0.133090020,0.040532660,,0.040235870,0.048121690,,,0.107952000
FQAMAOOEZDRHHB-UHFFFAOYSA-N,2.2,0.067548,0.142347250,0.066331488,0.066331488,0.101613510,0.104568390,0.118236940,0.058787580,0.132778880,0.126202670,0.023543110,,0.029676920,0.022761750,,,0.070651000
FQDXJYBXPOMIBX-UHFFFAOYSA-N,4,0.106037,0.184437270,0.094005928,0.094005928,0.114065480,0.131926120,0.131924080,0.107162300,0.148547770,0.157364160,0.041889240,0.058277930,0.058279640,0.043009980,0.044515400,0.045491780,0.115034000
FUZZWVXGSFPDMH-UHFFFAOYSA-N,3.3,0.09555,0.166192070,0.086980528,0.086980528,0.068515435,0.064637180,0.064741120,0.065818360,0.099423130,0.104973270,0.020713120,0.025047520,0.025052970,0.020115150,0.026366790,0.027224280,0.102606000
FVLAYJRLBLHIPV-UHFFFAOYSA-N,2.9,0.090846,0.155347680,0.076605850,0.076605850,0.099704176,0.052815580,0.052930377,0.057451636,0.106665370,0.128339110,0.040834530,0.032440220,0.032443830,0.034858840,0.046052510,0.047850050,0.094830000
FZERHIULMFGESH-UHFFFAOYSA-N,3.3,0.090389,0.172105160,0.078605147,0.078605147,0.104934655,0.077324110,0.077323980,0.078853846,0.122280106,0.130003690,0.043247510,0.037472050,0.037423340,0.035608460,0.049023990,0.051007820,0.095753000
GAZZTEJDUGESGQ-UHFFFAOYSA-N,2.1,0.070539,0.097130270,0.059826852,0.059826852,0.120553490,0.096469864,0.096412900,0.131217780,0.104942374,0.100776690,0.047654670,0.040574860,0.040555720,0.047833290,0.042305210,0.040462600,0.077330000
GBNHEBQXJVDXSW-UHFFFAOYSA-N,4.7,0.122498,0.211562700,0.108101087,0.108101087,0.110489145,0.098903260,0.108489975,0.084899820,0.154927580,0.160065160,0.037828660,,0.043126450,0.031841310,,,0.122672000
GGDYAKVUZMZKRV-UHFFFAOYSA-N,3,0.094905,0.162722530,0.086601119,0.086601119,0.072649375,0.069551470,0.069552100,0.070617260,0.100748700,0.106692284,0.026116890,0.031909630,0.031911390,0.026672970,0.030786240,0.030968460,0.098820000
GMQVFHZSXKJCIV-UHFFFAOYSA-N,4.3,0.105275,0.194273680,0.081586377,0.081586377,0.142446220,0.126665350,0.127689120,0.132377860,0.162685330,0.175186200,0.044714970,0.050636120,0.051978830,0.050018360,0.047690100,0.050675810,0.115549000
GRHBQAYDJPGGLF-UHFFFAOYSA-N,,0.108255,0.151411880,0.073588698,0.073588698,0.099729420,0.072872920,0.073981200,0.085984040,0.172237400,0.174087270,0.039982740,,0.035479190,0.040280280,,,0.116662000
GXELTROTKVKZBQ-UHFFFAOYSA-N,3.2,0.078487,0.116921920,0.117688414,,0.052741480,0.040147904,0.039954630,0.044612270,0.069607200,0.067782400,0.021485740,0.015059550,0.015046220,0.024071720,0.025477530,0.025823210,
GYHSJCJMDZRRJG-UHFFFAOYSA-N,1.9,0.057916,,0.043271523,0.043271523,0.120128560,0.074071670,0.065449390,0.143578160,0.088934496,0.064671780,0.036011600,,0.028236230,0.035797480,,,
GZFGOTFRPZRKDS-UHFFFAOYSA-N,4.1,0.111695,,0.100973199,0.100973199,0.092634840,0.080430545,0.081261700,0.085893790,0.134987320,0.136779840,0.034967450,,0.035344200,0.031162070,,,0.113287000
HAPOVYFOVVWLRS-SSDOTTSWSA-N,,0.085517,0.148105260,0.066186363,0.066186363,0.074755450,0.062081620,0.062261708,0.062048502,0.096259730,0.095868714,0.023703800,0.024452580,0.024522490,0.026485200,0.030285310,0.028822610,0.094045000
HDJGQEDLEYXGCN-UHFFFAOYSA-N,,0.093119,0.149779560,0.077792364,0.077792364,0.090211830,0.080614544,0.088329800,0.084048480,0.101950140,0.110822530,0.034711440,0.035747240,0.038333320,0.036847970,0.037295360,0.039346000,
HDWKOGROOOQOOX-UHFFFAOYSA-N,,0.060288,,0.053074371,,0.173770310,0.085525080,0.075058380,0.107250960,0.079327956,0.067220810,0.039625960,,0.031612090,0.039679420,,,
HEDRZPFGACZZDS-UHFFFAOYSA-N,2.2,0.068105,0.125881820,0.071337513,0.071337513,0.089331254,0.078892350,0.095590160,0.040551133,0.123551740,0.112695195,0.021518650,,0.024282890,0.017263760,,,0.068135000
HEXCXGXJELSYJW-UHFFFAOYSA-N,3.2,0.084809,0.171143600,0.069929703,,0.170984970,0.135736030,0.112296720,0.149251680,0.155966950,0.162075760,0.034660290,,0.036844200,0.032667120,,,
HGMZSFCASNYDHK-UHFFFAOYSA-N,,0.100628,,,,,,,,,,,,,,,,0.107921000
HMNKTRSOROOSPP-UHFFFAOYSA-N,3.6,0.099394,0.174110700,0.093989483,0.093989483,0.078739530,0.067704160,0.067705850,0.072677370,0.110339730,0.114030450,0.029795040,0.031118160,0.031121420,0.027574170,0.036717910,0.036509360,0.102186000
HOLHYSJJBXSLMV-UHFFFAOYSA-N,2.7,0.091925,0.167309450,0.086054329,0.086054329,0.078979150,0.074537320,0.073202595,0.075469494,0.113156940,0.115585400,0.025241000,,0.026167920,0.023354740,,,0.095031000
HORNXRXVQWOLPJ-UHFFFAOYSA-N,4.2,0.110081,0.187286390,0.100088146,0.100088146,0.091808720,0.079728920,0.082276486,0.079558300,0.130233820,0.133421240,0.037659560,,0.037434930,0.033607100,,,0.111856000
HPXRVTGHNJAIIH-UHFFFAOYSA-N,2.6,0.079876,0.140026960,0.078881429,0.078881429,0.050236434,0.049999755,0.049959723,0.051536590,0.074514030,0.079556230,0.019561360,0.024444420,0.024444040,0.019600500,0.023395310,0.023143030,0.082394000
HSQXKKSEAOWACG-GEHXZAHHSA-N,,0.083662,0.142789510,0.081532482,0.081532482,0.070732936,0.062413275,0.062456086,0.059989724,0.086125360,0.084338240,0.022394540,0.023811510,0.023678020,0.027697420,0.027107650,0.026852750,
HUVAAOZUPLEYBH-UHFFFAOYSA-N,3.4,0.083605,0.143339190,0.069763622,0.069763622,0.108901510,0.098391265,0.098385274,0.092397410,0.110956140,0.121513380,0.040038550,0.038892430,0.038894970,0.041290480,0.038682040,0.041382520,0.088089000
HXDOZKJGKXYMEW-UHFFFAOYSA-N,3.6,0.099257,0.175004450,0.093259141,0.093259141,0.078761140,0.069996390,0.070027770,0.072642155,0.109236060,0.113041570,0.033200190,0.033380500,0.033383120,0.030780600,0.036341080,0.035955870,0.102228000
HXRJCRXYCLFNPC-UHFFFAOYSA-N,1.9,0.058878,,0.051744902,0.051744902,0.171500800,0.071641860,0.070394814,0.151852160,0.063300880,0.057133080,0.039887580,,0.031667070,0.036764520,,,
ICKWICRCANNIBI-UHFFFAOYSA-N,3.6,0.10042,0.178169490,0.090323980,0.090323980,0.077027630,0.070502030,0.070548914,0.072445616,0.104738290,0.108706680,0.032630840,0.034267260,0.034290410,0.030532300,0.036638460,0.036392800,0.103022000
ICSNLGPSRYBMBD-UHFFFAOYSA-N,2.7,0.081035,0.140402260,0.068464767,0.068464767,0.078244660,0.049272798,0.049304202,0.057120720,0.105270326,0.114500970,0.030995430,0.023471350,0.023523710,0.029054700,0.038512300,0.040179550,0.085181000
IDSKMUOSMAUASS-XIXRPRMCSA-N,,0.056259,0.112012950,0.054231794,0.054231794,0.088642836,0.090165720,0.100626126,0.055356406,0.108702160,0.110928560,0.022470170,,0.027708390,0.021492180,,,0.061845000
IKEHOXWJQXIQAG-UHFFFAOYSA-N,3.7,0.100866,0.175550540,0.090407943,0.090407943,0.077926050,0.070735350,0.070893450,0.072847880,0.106078370,0.109932540,0.033208760,0.034359440,0.034351880,0.031303300,0.036329670,0.036071100,0.103164000
ISPYQTSUDJAMAB-UHFFFAOYSA-N,4,0.084634,0.156234430,0.084366712,0.084366712,0.070737840,0.064655140,0.062044494,0.070979470,0.101935990,0.104039095,0.021968380,,0.022368980,0.020372210,,,0.087796000
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,3.8,0.10199,0.178265360,0.094952788,0.094952788,0.081744980,0.068799510,0.068765160,0.074960895,0.115568340,0.118657894,0.034351270,0.033303150,0.033304800,0.031933510,0.039603400,0.039047800,0.105047000
IUGYQRQAERSCNH-UHFFFAOYSA-N,3.5,0.095872,0.163460550,0.088778919,0.088778919,0.065702600,0.063163100,0.063174460,0.063075510,0.091266215,0.098675680,0.019698850,0.024152900,0.024158450,0.019133450,0.024000580,0.025496020,0.102902000
IWDCLRJOBJJRNH-UHFFFAOYSA-N,3.7,0.099669,0.175303280,0.092814900,0.092814900,0.079720706,0.070073600,0.070040090,0.073596925,0.110723495,0.114974920,0.033664380,0.033598690,0.033600830,0.031452420,0.037139210,0.036938130,0.102738000
IZUPBVBPLAPZRR-UHFFFAOYSA-N,3.6,0.104576,0.196944030,0.097019411,0.097019411,0.101287395,0.096470800,0.103286296,0.081006870,0.142701920,0.146454890,0.029581930,,0.034774830,0.024644620,,,0.106712000
IZXIZTKNFFYFOF-UHFFFAOYSA-N,,0.083747,0.139730160,0.064658317,0.064658317,0.098818250,0.086948270,0.090598440,0.071334500,0.111941040,0.110781520,0.036357400,0.034367970,0.032823380,0.034201560,0.036338930,0.036681510,0.089114000
JBIJLHTVPXGSAM-UHFFFAOYSA-N,2.8,0.079226,0.127448370,0.067768256,0.067768256,0.072597116,0.042087660,0.042085490,0.044570636,0.088166950,0.101468995,0.031618130,0.022899940,0.022899790,0.026234930,0.035429330,0.039121700,0.082889000
JITPLZPWKYUTDM-UHFFFAOYSA-N,2.1,0.069961,0.113757886,0.062853004,0.062853004,0.111021450,0.084594020,0.084636900,0.096173050,0.100841224,0.099193460,0.042790180,0.035081900,0.035084310,0.042753200,0.039442140,0.038253420,0.077834000
JPGQOUSTVILISH-SFOWXEAESA-N,,0.060296,0.113705210,0.062855527,0.062855527,0.125033530,0.124251984,0.125259670,0.099956214,0.145138730,0.156079640,0.033185430,,0.040401710,0.035079320,,,0.069117000
JTPZTKBRUCILQD-UHFFFAOYSA-N,3.2,0.070319,0.111795890,0.055167348,0.055167348,0.074230075,0.069183790,0.073520100,0.051952176,0.085758835,0.091240340,0.028601290,0.026242490,0.026107680,0.027677810,0.028500790,0.029525600,0.075424000
JWAZRIHNYRIHIV-UHFFFAOYSA-N,3.9,0.103404,0.176557660,0.094039716,0.094039716,0.083718150,0.070350750,0.070351556,0.077439570,0.116379040,0.120946900,0.034802540,0.033244440,0.033246440,0.032045780,0.038768120,0.038713640,0.105304000
JXTHNDFMNIQAHM-UHFFFAOYSA-N,5,0.119456,0.201298880,0.098870258,0.098870258,0.094445330,0.088981350,0.093240250,0.080826680,0.132433970,0.136879890,0.027560120,,0.033499400,0.025036780,,,0.123226000
KAESVJOAVNADME-UHFFFAOYSA-N,3,0.087421,0.147372500,0.075042772,0.075042772,0.102763890,0.081508240,0.081557110,0.090164280,0.113056436,0.120593086,0.039538980,0.034068220,0.034070700,0.033404350,0.043107450,0.045658420,0.093945000
